No.,Manufacturer,Product Name,Source(Link),Category,Type
213,SwitchBot,"SwitchBot IP65 Indoor Outdoor Hygrometer Thermometer Wireless, 394ft Bluetooth Range, Refrigerator Thermometer, Dewpoint/VPD/Absolute Humidity Sensor, Free Data Storage Export, 2 Years Battery Life",https://a.co/d/9qd8JHK,Energy Management & Climate Control,Smart Temperature and Humidity Sensor
214,YoLink,"YoLink Smart Outdoor Temperature & Humidity Sensor, Hygrometer, Thermometer, 1000' Long Range, 2 Years Battery Life, Emails, Text/SMS, App Alerts, Alexa, IFTTT Integration. Hub Required!",https://a.co/d/5td2CcB,Energy Management & Climate Control,Smart Temperature and Humidity Sensor
215,YoLink,"Smart Temperature Humidity Sensor Works w/Alexa IFTTT, 1/4 Mile Super Long Range Wireless Digital Hygrometer Indoor Thermometer Humidity Meter Temperature Humidity Monitor Sensor -YoLink Hub Required",https://a.co/d/06qhj1I,Energy Management & Climate Control,Smart Temperature and Humidity Sensor
216,RISOON,"WiFi Hygrometer Thermometer Sensor: Smart Temperature Humidity Monitor, with Remote Monitor and TUYA APP Notification Alert, High Precision Indoor Thermometer No Hub Required, Work with Alexa (1-Pack)",https://a.co/d/jiLh5ew,Energy Management & Climate Control,Smart Temperature and Humidity Sensor
217,Haozee,"WiFi Temperature and Humidity Sensor,Tuya Smart Hygrometer Thermometer with LCD Display,Compatible with Alexa,App Notification Alert,Temperature Humidity Remote Monitor for Home House Greenhouse",https://a.co/d/hxrqlDE,Energy Management & Climate Control,Smart Temperature and Humidity Sensor
218,Lutron,Lutron Serena Smart Shades,https://www.serenashades.com/design-your-shade/,Energy Management & Climate Control,Smart Shade
219,Soma Smart Home,Soma Smart Shades 2,https://www.somasmarthome.com/,Energy Management & Climate Control,Smart Shade
220,Lutron,Sivoia QS Triathlon Roller Shades,https://www.lutron.com/en-US/Products/Pages/ShadingSystems/SivoiaQSTriathlon/overview.aspx,Energy Management & Climate Control,Smart Roller Shades
221,Aqara,Aqara Smart Roller Shade Controller,https://www.aqara.com/en/product/smart-roller-shade-controller/,Energy Management & Climate Control,Shade Controller
222,Aqara,"Aqara Smart Curtain Motor E1(Track Version, 1 Pack), Requires AQARA Zigbee 3.0 HUB, Electric Curtain Driver for Remote Control and Home Automation, Support HomeKit, Alexa, Google Assistant and IFTTT",https://a.co/d/4SdoSW2,Energy Management & Climate Control,Curtain Controller
223,SwitchBot,"SwitchBot Automatic Curtain Opener - Bluetooth Remote Control Smart Curtain with App/Timer, Upgraded High-Performance Motor, Add SwitchBot Hub to Work with Alexa, Google Home, HomeKit (Curtain 3, Rod)",https://a.co/d/9S3knNb,Energy Management & Climate Control,Curtain Opener
224,IKEA,IKEA Fyrtur Smart Blinds,https://www.ikea.com/us/en/p/fyrtur-black-out-roller-blind-smart-wireless-battery-operated-gray-90417462/,Energy Management & Climate Control,Smart Blind
225,Axis Labs,Axis Gear Smart Blinds Controller,https://helloaxis.com/pages/axisgear,Energy Management & Climate Control,Blind Controller
226,Dyson,"Dyson Pure Hot + Cool Link Air Purifier, Heater & Fan",https://www.dyson.com/air-treatment/air-purifier-heaters/pure-hot-cool-link-hp02/black-nickel,Energy Management & Climate Control,"Air Purifier, Heater, and Fan"
227,Samsung,"SAMSUNG BESPOKE Cube Air Purifier, Odor Eliminator, Home System w/ HEPA Filtration, 360 Degree Purification, Pet Mode, Smart Control, Traps Dust, AX350A9350N, Forest Green",https://a.co/d/ghI3Zam,Energy Management & Climate Control,Air Purifier
228,Miro SmartHome,MHPure13 - Miro Air Purifier,https://shop.mirohome.com/collections/air-purifiers/products/miro-air-purifier,Energy Management & Climate Control,Air Purifier
229,Moodo,Moodo AIR 2 in 1 Air Purifier & Scent Diffuser,https://moodo.co/shop/devices/moodo-air-device/,Energy Management & Climate Control,Air Purifier
230,Blueair,"BLUEAIR Air Purifier for Allergy & Asthma Reduction in Medium/Large Rooms, HEPASilent Technology with Dual Protection Filters, Removes 99.97% Pet Dander Pollen Mold Dust Viruses, Classic 480i, White",https://www.amazon.com/Blueair-HEPASilent-Technology-DualProtection-Allergies/dp/B07HYZX46X?th=1,Energy Management & Climate Control,Air Purifier
231,Coway,Coway Airmega 400 Smart Air Purifier,https://cowaymega.com/products/airmega-400s,Energy Management & Climate Control,Air Purifier
232,Coway,"Coway Airmega AP-1512HHS App-Enabled Smart Technology, Compatible with Amazon Alexa True HEPA Air Purifier, Black/Bronze",https://a.co/d/3ZQeVMv,Energy Management & Climate Control,Air Purifier
233,MORENTO,"MORENTO Smart Air Purifier for home Large Rooms up to 1076 ft², Wi-Fi and Alexa compatible, PM2.5 Air Quality Display, Auto Mode, Quiet Mode 24dB, HEPA Filter Removes Dust, Pollen, Smoke (White)",https://a.co/d/4pvUtOz,Energy Management & Climate Control,Air Purifier
234,Clorox,"Clorox Smart Air Purifiers for Home, True HEPA Filter, Works with Alexa, Large Rooms up to 1,500 Sq Ft, Removes 99.9% of Viruses, Wildfire Smoke, Mold, Allergies, Dust, AUTO Mode, Whisper Quiet",https://a.co/d/43cq2FF,Energy Management & Climate Control,Air Purifier
235,LEVOIT,"LEVOIT Air Purifier for Home Bedroom, Smart WiFi Alexa Control, Covers up to 916 Sq.Foot, 3 in 1 Filter for Allergies, Pollutants, Smoke, Dust, 24dB Quiet for Bedroom, Core200S/Core 200S-P, Black",https://a.co/d/dNDal1E,Energy Management & Climate Control,Air Purifier
236,JOWSET,"Smart Wi-Fi Air Purifier, JOWSET Powerful H13 True HEPA Filter, Purifiers for Home Large Room up to 2200 Ft² in 1 Hr, Cleaner Allergies, Pet Odor, Smoke, Dust Bedroom, Works with Alexa",https://a.co/d/b6MxIsh,Energy Management & Climate Control,Air Purifier
237,Medify,"Medify MA-15 SMART Air Purifier | True HEPA H13 Filter | Works with Alexa, Certified for Humans | 660 ft² in 1hr for 99.9% Removal to 0.1 microns for Wildfire Smoke, Odors, Pollen,| White, 1-Pack",https://a.co/d/duui8qu,Energy Management & Climate Control,Air Purifier
238,Lasko,"Lasko Smart Air Purifier with True HEPA Filter, Works with Alexa –Removes 99.97% of Smoke, Odors, Pet Dander, Virus Sized Particles, Pollen, Dust and Mold, LP450S, Black– A Certified for Humans Device",https://a.co/d/dAQXYoI,Energy Management & Climate Control,Air Purifier
239,AIRJOWSET,"Smart Wi-Fi Air Purifier, AIRJOWSET H13 True HEPA Filter, Air Purifiers for Home Large Room up to 1290 Ft², Air Purifier for Bedroom with PM 2.5 Display for Pet Odor, Dust, Smoke, Wildfire (White)",https://a.co/d/iyGOGiT,Energy Management & Climate Control,Air Purifier
240,Dayette,"Dayette Smart WIFI Air Purifiers for Home Large Room Up to 3000 Sq Ft, APP & Alexa Control Air Cleaner, H13 Ture HEPA Filter for Allergies Pet Dander Smoke Dust, 22dB Sleep Mode for Bedroom",https://a.co/d/0fkorm5,Energy Management & Climate Control,Air Purifier
241,Afloia,"Afloia Air Purifiers for Bedroom Home Large Room, 2.4GHz Wi-Fi Smart 3 in 1 Filter Air Purifiers for Pets Allergy Odor Smoke Dust Mold Pollen, Air Cleaners Work with Alexa and Google Assistant",https://a.co/d/48e65xE,Energy Management & Climate Control,Air Purifier
242,KALADO,"KALADO Air Purifiers KCA01 for Home Large Room up to 1300sqft, Work with Alexa, PM2.5 Monitor,25dB Low Noise H13 True HEPA Filter Removes Up to 99.97% of Particles, Pet Allergies, Smoke, Dust",https://a.co/d/hyNbexO,Energy Management & Climate Control,Air Purifier
243,meross,"meross Smart WiFi Air Purifier for Home Supports Apple HomeKit, Alexa, Google Home and SmartThings, H13 True HEPA Filter 24dB Quiet Air Purifier, Pets, Smoke, Dust, Pollen, 2.4G Only",https://a.co/d/hvZjvEO,Energy Management & Climate Control,Air Purifier
244,GoveeLife,"GoveeLife Mini Air Purifier for Bedroom, HEPA Smart Filter Air Purifier with App Alexa Control for Pet Hair, Odors, Pollen, Smoke, Portable Air Cleaner with 3 Speeds, 2 Modes, Timer, Aroma for Home",https://a.co/d/gwIIX9f,Energy Management & Climate Control,Air Purifier
245,GoveeLife,"Govee Life Smart Air Purifiers for Home Large Room, H13 True HEPA Air Purifiers for Pets with PM2.5 Sensor, Air Quality Index for 99.97% 0.3 micron Particles, Washable Pre-Filter for Pet Hair Lint",https://a.co/d/1mgUHso,Energy Management & Climate Control,Air Purifier
246,TCL,"TCL Air Purifier for Home Room Bedroom, Smart WiFi Alexa Control, True H13 HEPA Air Filter Remove 99.97% Smoke Odor Pet Dander Dust Pollen Mold Air Cleaner Metal Design with Night Light",https://a.co/d/f4SShWP,Energy Management & Climate Control,Air Purifier
247,Amazon,"Amazon Smart Air Quality Monitor – Know your air, Works with Alexa",https://a.co/d/aompqwU,Energy Management & Climate Control,Air Purifier
248,Samsung,Samsung MIM-H04UN / MIM-H05UN Wi-Fi Adapter,https://www.samsunghvac.com/Controls-NASA-Wi-Fi-2/mim-h04un-mim-h05un,Energy Management & Climate Control,Air Conditioner
249,Samsung,"Samsung MIM-H04U, Wi–Fi Adapter For FJM Multi-zone Systems",https://www.samsunghvac.com/Control-Non-NASA-Central-Control/mim-h04u-wi-fi-adapter,Energy Management & Climate Control,Air Conditioner
250,Thermia,Thermia AR12NXPDRWK/TH,https://partners.smartthings.com/partners/thermia,Energy Management & Climate Control,Air Conditioner
251,Midea ,"Midea 8,000 BTU U-Shaped Smart Inverter Air Conditioner –Cools up to 350 Sq. Ft., Ultra Quiet with Open Window Flexibility, Works with Alexa/Google Assistant, 35% Energy Savings, Remote Control",https://a.co/d/8pZEHdb,Energy Management & Climate Control,Window Air Conditioner
252,Frigidaire,"Frigidaire 12,000 BTU Connected Window-Mounted Room Air Conditioner",https://a.co/d/0aTMh9y,Energy Management & Climate Control,Window Air Conditioner
253,ROVSUN,"ROVSUN 12000 BTU Inverter Window Air Conditioner, Energy-Saving Window AC Unit with APP & Voice Control, Ultra Quiet & Easy Installtion Design, Work with Alexa/Google Assistant, 115V/60Hz",https://a.co/d/31Z6TvL,Energy Management & Climate Control,Window Air Conditioner
254,Classic America,"Classic America WiFi Enabled, Alexa Ready, Energy Savings - Window Mounted Air Conditioners (12000 BTU 12 CEER 120 VAC) Energy Star Certification, White",https://a.co/d/dpv5YDs,Energy Management & Climate Control,Window Air Conditioner
255,DELLA,"DELLA 10000 BTU Energy Saving Window Air Conditioner Cools Up to 450 Sq. Ft., GEO Location, AC Unit with WIFI Smart Controls, Remote, Dehumidifier, Fan, Reusable Filter, Easy Install Kit",https://a.co/d/1eO78TF,Energy Management & Climate Control,Window Air Conditioner
256,ROVSUN,"ROVSUN 8000 BTU Window Air Conditioner with Heat, Window AC Unit & Heater Combo with APP & Voice Smart Control, Timer Function & Easy Installation Kit, Work with Alexa/Google Assistant, 115V/60Hz",https://a.co/d/8lJ3viG,Energy Management & Climate Control,Window Air Conditioner
257,Midea ,"Midea 8,000 BTU U-Shaped Smart Inverter Window Air Conditioner– Ultra Quiet with Open Window Flexibility, Compatible with Alexa/Google Assistant, 35% Energy Savings,White",https://a.co/d/2IrB6Jg,Energy Management & Climate Control,Window Air Conditioner
258,LG Electronics,"8,000 BTU DUAL Inverter Smart Wi-Fi Enabled Window Air Conditioner",https://www.lg.com/us/air-conditioners/lg-lw8022ivsm-window-air-conditioner,Energy Management & Climate Control,Window Air Conditioner
259,Frigidaire,FRIGIDAIRE FGRC1044T1 10000 BTU Cool Connect Smart Window Air Conditioner with Wifi Control,https://www.amazon.com/Frigidaire-Connect-Window-Conditioner-Control/dp/B06XZLXWM3?th=1,Energy Management & Climate Control,Window Air Conditioner
260,Midea,"Midea 8,000 BTU U-shaped Air Conditioner",https://www.midea.com/us/air-conditioners/window-air-conditioners/8000-btu-u-shaped-air-conditioner-maw08v1qwt,Energy Management & Climate Control,Window Air Conditioner
261,GE Appliances,"GE Profile™ ENERGY STAR® 10,000 BTU Inverter Smart Ultra Quiet Window Air Conditioner for Medium Rooms up to 450 sq. ft.",https://www.geappliances.com/appliance/GE-Profile-ENERGY-STAR-10-000-BTU-Inverter-Smart-Ultra-Quiet-Window-Air-Conditioner-for-Medium-Rooms-up-to-450-sq-ft-PWDV10WWF,Energy Management & Climate Control,Window Air Conditioner
262,Kenmore,"Kenmore Elite 18,000 BTU Smart Room Air Conditioner",https://www.kmart.com/kenmore-elite-18-000-btu-smart-room-air-conditioner/p-04277187000P,Energy Management & Climate Control,Portable Air Conditioner
263,Hisense,Hisense 7000-BTU DOE (115-Volt) White Vented Wi-Fi enabled Portable Air Conditioner with Remote Cools 299-sq ft,https://www.lowes.com/pd/Hisense-7000-BTU-DOE-115-Volt-White-Vented-Wi-Fi-enabled-Portable-Air-Conditioner-with-Remote-Cools-299-sq-ft/5005522213,Energy Management & Climate Control,Portable Air Conditioner
264,Rollibot,"ROLLICOOL Alexa-Enabled Portable Air Conditioner for Rooms up to 450 sq ft - 10,000 BTU 4-in-1 Smart AC Unit with Dual-Band Wi-Fi and App, Dehumidifier, Fan, 24 Hour Timer w/Sleep",https://www.amazon.com/ROLLICOOL-Alexa-Enabled-Smart-Portable-000BTU/dp/B0C3JM46X7?th=1,Energy Management & Climate Control,Portable Air Conditioner
265,Rollibot,"ROLLICOOL 14,000 BTU 4-in-1 Portable Air Conditioner - Cools up to 700 sq ft - Alexa-Ready App, Dehumidifier & Fan, 24 Hour Timer w/Sleep, Dual-Band Wi-Fi",https://www.amazon.com/ROLLICOOL-Alexa-Enabled-Smart-Portable-000BTU/dp/B0C3JNCVJZ?th=1,Energy Management & Climate Control,Portable Air Conditioner
266,DELLA,"DELLA Smart WiFi Enabled 8000 BTU Portable Air Conditioner with Heat Pump Cools Up To 350 Sq. Ft. Work with Alexa,Geo Fencing Cooling, Dehumidifier & Fan Portable AC Unit w/Remote Control & Window Kit",https://a.co/d/6U8ezPc,Energy Management & Climate Control,Portable Air Conditioner
267,Midea ,"Midea Duo 12,000 BTU (10,000 BTU SACC) High Efficiency Inverter, Ultra Quiet Portable Air Conditioner, Cools up to 450 Sq. Ft., Works with Alexa/Google Assistant, Includes Remote",https://a.co/d/ahGZoZ6,Energy Management & Climate Control,Portable Air Conditioner
268,LG,"LG, LP1021BSSM 10,000 BTU Smart, 115V, Cools Sq.Ft. (18' x 25' Room Size), Portable Air Conditioner for Home with Voice Control, Works ThinQ, Amazon Alexa, and Hey Google, Up to 450 Sq. Ft, Black",https://a.co/d/8e30GmB,Energy Management & Climate Control,Portable Air Conditioner
269,Honeywell,"Honeywell 8,000 BTU Smart WiFi Portable Air Conditioner For Bedroom, Office, Living Room, Kitchen, 115V, Cools Up to 350 Sq. Ft. with Dehumidifier, Remote Control and Alexa Voice Control, White",https://a.co/d/3pceI7w,Energy Management & Climate Control,Portable Air Conditioner
270,Whynter,"Whynter ARC-1230WN 14,000 BTU (12,000 BTU SACC) NEX Inverter Dual Hose Cooling Portable Air Conditioner, Dehumidifier, and Fan with Smart Wi-Fi, up to 600 sq ft in White",https://a.co/d/ghGeaVk,Energy Management & Climate Control,Portable Air Conditioner
271,Pro Breeze,"Pro Breeze 4 in 1 Portable Air Conditioner for Room 10000 BTU 450SqFt Air Conditioning Unit, Smart Air Conditioner with Fan, Dehumidifier, Night, Timer, Window Venting Kit, Wifi Portable AC Unit",https://a.co/d/gUNSANR,Energy Management & Climate Control,Portable Air Conditioner
272,TCL,"TCL 8,000 BTU SMART WINDOW AIR CONDITIONER, BLACK - W8W9E2-B3C",https://www.tcl.com/us/en,Energy Management & Climate Control,Portable Air Conditioner
273,Emerson,"Emerson Quiet Kool 12,000 BTU 230V SMART Through-the-Wall Air Conditioner with Remote, Wi-Fi, and Voice Control, Energy Star, AC for Rooms up to 550 Sq.Ft., 24H Timer",https://www.amazon.com/Emerson-Quiet-Kool-EATC12RSE2T-Conditioner/dp/B07PYLMDQW?th=1,Energy Management & Climate Control,Through-the-Wall Air Conditioner
274,Senville,"Senville LETO Series Mini Split Air Conditioner Heat Pump, 9000 BTU 110/120V, Inverter, Works with Alexa, SEER2 21.5, White",https://www.amazon.com/Senville-SENL-12CD-12000-Split-Conditioner/dp/B00UV3LGPY?th=1,Energy Management & Climate Control,Mini Split Air Conditioner
275,Senville,"Senville LETO Series Mini Split Air Conditioner Heat Pump, 18000 BTU 208/230V, Inverter, Works with Alexa, SEER2 19, 1.5 Ton, White",https://www.amazon.com/Senville-SENL-12CD-12000-Split-Conditioner/dp/B00UV3LH8U?th=1,Energy Management & Climate Control,Mini Split Air Conditioner
276,Senville,"Senville LETO Series Mini Split Air Conditioner Heat Pump, 30000 BTU 208/230V, Inverter, Works with Alexa, 2.5 Ton, White",https://www.amazon.com/Senville-SENL-12CD-12000-Split-Conditioner/dp/B0843HK35B?th=1,Energy Management & Climate Control,Mini Split Air Conditioner
277,YoLink,"YoLink Smart Smoke Detector, Wireless Smoke Alarm, App for Remote Monitoring & Early-Warning Alerts, IFTTT Integration. Hub Required!",https://a.co/d/5n6yayU,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smoke Detector
278,First Alert,First Alert Z-Wave Smoke and Carbon Monoxide Alarm,https://www.firstalert.com/us/en/,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smoke and Carbon Monoxide Detector
279,Eve,Eve Aqua,https://www.apple.com/shop/product/HQ8Z2ZM/A/eve-aqua?fnode=840780b7498904a6dfb546af0719f9672d35b43c26357212cf98e33077747df885ed34068f48a8d63fd728077ab087dffecd083b8aab1f1edb9c2b0f67d90842df94dc8b0f09e83493836dadeb1a662064094bc40d0ca13f70f452c7964856e5a68c4d21b936c3045e84a2cfe3c8c9a2&fs=f%3Dwatering%26fh%3D482b%252B4669,Environment,Smart water & Sprinkler Controller
280,Rachio,Rachio 3 Smart Sprinkler Controller,https://rachio.com/products/rachio-3/,Environment,Smart water & Sprinkler Controller
281,Orbit,Orbit B-hyve Smart Indoor/Outdoor Sprinkler Controller,https://www.orbitonline.com/products/b-hyve-smart-indoor-outdoor-irrigation-controller,Environment,Smart water & Sprinkler Controller
282,RainMachine,RainMachine Touch HD-12,https://www.rainmachine.com/products/rainmachine-touch-hd.html,Environment,Smart water & Sprinkler Controller
283,Skydrop,Skydrop SC49 – Skydrop – Smart Sprinkler Controller,https://www.afternic.com/forsale/skydrop.com?utm_source=TDFS_DASLNC&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-daslnc_base&traffic_type=TDFS_DASLNC&traffic_id=daslnc&,Environment,Smart water & Sprinkler Controller
284,KWEATHER,KWEATHER Air365,https://www.kweather.co.kr/sub/air365.html,Environment,Smart Air Quality Monitor
285,Awair,Awair Element Indoor Air Quality Monitor,https://www.getawair.com/pages/element?gad_source=1&gclid=CjwKCAjw5v2wBhBrEiwAXDDoJRj1G-NhR7fHvowLlBRU6mM2HCBf6YXFnZgPQD6fNzXpSTsghNSFHxoCLgoQAvD_BwE#scroll-point,Environment,Smart Air Quality Monitor
286,IQAir,AirVisual Pro Air Quality Monitor,https://www.iqair.com/us/air-quality-monitors,Environment,Smart Air Quality Monitor
287,Airthings,Airthings Wave Plus Radon and Indoor Air Quality Monitor,https://www.airthings.com/,Environment,Smart Air Quality Monitor
288,uHoo,uHoo Indoor Air Quality Sensor,https://www.amazon.com/uHoo-Indoor-Air-Quality-Sensor/dp/B076PV9X99,Environment,Smart Air Quality Monitor
289,Eve,Eve Room Indoor Air Quality Monitor,https://www.apple.com/shop/product/HPY12ZM/A/eve-room-indoor-air-quality-monitor?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Dsensor%26fh%3D482b%252B463e,Environment,Smart Air Quality Monitor
290,EIGHTREE,"EIGHTREE Smart Plug, Smart Home WiFi Outlet Works with Alexa & Google Home, Smart Socket with Remote Control & Timer Function, 2.4GHz WiFi Only",https://a.co/d/3ONCwhp,"Lighting, Plugs and Switchs",Smart Plug
291,Aqara ,"Aqara Smart Plug, REQUIRES AQARA HUB, Zigbee, with Energy Monitoring, Overload Protection, Scheduling and Voice Control capabilities, Works with Alexa, Google Assistant, and Apple HomeKit Compatible",https://a.co/d/g5uMKgz,"Lighting, Plugs and Switchs",Smart Plug
292,Amazon,Amazon Smart Plug | Works with Alexa | control lights with voice | easy to set up and use,https://a.co/d/fB68lko,"Lighting, Plugs and Switchs",Smart Plug
293,Belkin,Wemo Mini Smart Plug,https://www.belkin.com/wifi-smart-plug/P-WSP080.html,"Lighting, Plugs and Switchs",Smart Plug
294,ExIoTy,"ExIoTy Smart Plug, Works with Alexa Only, Simple Setup with One Voice Command, Voice Control, Remote Control, Timer & Schedule & Group Controller, Bluetooth Mesh Outlet, Alexa Echo Required （4 Pack）",https://a.co/d/eDU6NCL,"Lighting, Plugs and Switchs",Smart Plug
295,Eve,Eve Energy Strip - Connected Triple Outlet,https://www.apple.com/shop/product/HNEE2VC/A/eve-energy-strip-connected-triple-outlet?fnode=840780b7498904a6dfb546af0719f9672d35b43c26357212cf98e33077747df885ed34068f48a8d63fd728077ab087dffecd083b8aab1f1edb9c2b0f67d90842df94dc8b0f09e83493836dadeb1a662064094bc40d0ca13f70f452c7964856e5a68c4d21b936c3045e84a2cfe3c8c9a2&fs=f%3Dhomeoutlet%26fh%3D482b%252B49f4,"Lighting, Plugs and Switchs",Smart Plug
296,Eve,Eve Energy (Matter) Smart Plug,https://www.apple.com/shop/product/HQGE2ZM/A/Eve%20Energy%20(Matter)%20Smart%20Plug?fnode=7b85b4111a33637db27c5e08428ab90dbb6feeb3441d5ac8143db5ada738967115d18f88e876f9723a8f740792341c68d21fa1981d8b8479fa25490d43b35826506c83e610f8ab907d26d6326b7ae6c4985618df7f3bcf9bb8a15ec57762c23e48661a11aa5eed1085e7221e20debb97&fs=f%3Dhomeoutlet%26fh%3D482b%252B49f4,"Lighting, Plugs and Switchs",Smart Plug
297,Etekcity,Etekcity Smart Plug,https://etekcity.com/,"Lighting, Plugs and Switchs",Smart Plug
298,Feit Electric,"Feit Electric Smart Plug, WiFi Plug Works with Alexa and Google Home, Indoor Plug, No Hub Required, 2.4Ghz Network, Remote Control from Anywhere, 15 AMP, Smart Outlet Plug, White",https://a.co/d/gD6bGJF,"Lighting, Plugs and Switchs",Smart Plug
299,Gosund,Gosund Mini Wi-Fi Smart Plug,https://us.gosund.com/,"Lighting, Plugs and Switchs",Smart Plug
300,Gosund,Gosund Smart Plug,https://us.gosund.com/,"Lighting, Plugs and Switchs",Smart Plug
301,Govee,"Govee Dual Smart Plug 4 Pack, 15A WiFi Bluetooth Outlet, Work with Alexa and Google Assistant, 2-in-1 Compact Design, Govee Home App Control Remotely with No Hub Required, Timer, FCC and ETL Certified",https://a.co/d/2oQizL2,"Lighting, Plugs and Switchs",Smart Plug
302,Govee,"Govee Smart Plug, WiFi Plugs Work with Alexa & Google Assistant, Smart Outlet with Timer & Group Controller, WiFi Outlet for Home, No Hub Required, ETL & FCC Certified, 2.4G WiFi Only, 2 Pack",https://a.co/d/agnFWBS,"Lighting, Plugs and Switchs",Smart Plug
303,GHome,"GHome Smart Mini Smart Plug, Wi-Fi Outlet Socket Compatible with Alexa and Google Home, Remote Control with Timer Function, No Hub Required, ETL FCC Listed (2 Pack),White",https://a.co/d/iwjwZp9,"Lighting, Plugs and Switchs",Smart Plug
304,Geeni,Geeni - Dot Smart Plug - White,https://www.google.com/shopping/product/3024456286339996600?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_plugs_Geeni%20Smart%20Dot%20Wi-Fi%20Plug,"Lighting, Plugs and Switchs",Smart Plug
305,GE,"Ge Cync Smart Plug, Indoor",https://www.google.com/shopping/product/r/US/11837121196117825416?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_plugs_Cync%20Smart%20Plug,"Lighting, Plugs and Switchs",Smart Plug
306,HBN,"HBN Smart Plug 15A, WiFi&Bluetooth Outlet Extender Dual Socket Plugs Works with Alexa, Google Home Assistant, Remote Control with Timer Function, No Hub Required, ETL Certified, 2.4G WiFi Only, 2-Pack",https://a.co/d/cgqOnRE,"Lighting, Plugs and Switchs",Smart Plug
307,Meross,Meross Smart Wi-Fi Plug Mini,https://www.meross.com/en-gc,"Lighting, Plugs and Switchs",Smart Plug
308,Meross,Meross Smart Plug,https://www.meross.com/en-gc,"Lighting, Plugs and Switchs",Smart Plug
309,Kasa Smart,"Kasa Smart Plug Mini 15A, Apple HomeKit Supported, Smart Outlet Works with Siri, Alexa & Google Home, UL Certified, App Control, Scheduling, Timer, 2.4G WiFi Only, 2 Count (Pack of 1) (EP25P2), White",https://a.co/d/3ZqZPP5,"Lighting, Plugs and Switchs",Smart Plug
310,Kasa Smart,"Kasa Smart Plug HS103P3, Smart Home Wi-Fi Outlet Works with Alexa, Echo, Google Home & IFTTT, No Hub Required, Remote Control,15 Amp,UL Certified, 3-Pack , White",https://a.co/d/bqVU1WO,"Lighting, Plugs and Switchs",Smart Plug
311,Kasa Smart,"Kasa Smart Plug Mini 15A, Apple HomeKit Supported, Smart Outlet Works with Siri, Alexa & Google Home, UL Certified, App Control, Scheduling, Timer, 2.4G WiFi Only, 4 Count (Pack of 1) (EP25P4), White",https://a.co/d/9GHiXZG,"Lighting, Plugs and Switchs",Smart Plug
312,Kasa Smart,"Kasa Smart Plug HS103P2, Smart Home Wi-Fi Outlet Works with Alexa, Echo, Google Home & IFTTT, No Hub Required, Remote Control,15 Amp,UL Certified, (Pack of 2) White",https://a.co/d/0i0xeSc,"Lighting, Plugs and Switchs",Smart Plug
313,Kasa Smart,"Kasa Smart Plug HS103P4, Smart Home Wi-Fi Outlet Works with Alexa, Echo, Google Home & IFTTT, No Hub Required, Remote Control, 15 Amp, UL Certified, 4-Pack, White",https://a.co/d/amTnbgk,"Lighting, Plugs and Switchs",Smart Plug
314,Kasa Smart,"Kasa Smart Plug Ultra Mini 15A, Smart Home Wi-Fi Outlet Works with Alexa, Google Home & IFTTT, No Hub Required, UL Certified, 2.4G WiFi Only, 1-Pack(EP10), White",https://a.co/d/jiCXlIh,"Lighting, Plugs and Switchs",Smart Plug
315,Kasa Smart,"Kasa Smart Plug Mini with Energy Monitoring, Smart Home Wi-Fi Outlet Works with Alexa, Google Home & IFTTT, Wi-Fi Simple Setup, No Hub Required (KP115), White",https://a.co/d/1GwpAo0,"Lighting, Plugs and Switchs",Smart Plug
316,Kasa Smart,TP-Link KP125 Kasa Smart Wi-Fi Plug Mini with HomeKit - White,https://www.google.com/shopping/product/4008816163614674969?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_plugs_TP-Link%20Kasa%20Smart%20Wi-Fi%20Plug%20Mini,"Lighting, Plugs and Switchs",Smart Plug
317,KMC,"KMC Smart Plug Duo, 2-Outlet Wi-Fi Smart Plug, 2-Pack, Multi Plug Adapter, Independently Controlled Smart Outlets, Works with Alexa & Google Assistant, No Hub Required",https://a.co/d/2fTv8qI,"Lighting, Plugs and Switchs",Smart Plug
318,KMC,"KMC Smart Plug Mini 4-Pack, Wi-Fi Outlets for Smart Home, Remote Control Lights and Devices from Anywhere, No Hub Required, ETL Certified, Works with Alexa and Google Home",https://a.co/d/jaEVPx8,"Lighting, Plugs and Switchs",Smart Plug
319,Leviton,Leviton D215P-1RW Decora Smart Grounded Wi-Fi Mini Plug-In White,https://www.google.com/shopping/product/1082075172868512003?utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-lighting-and-plugs_plugs_Leviton%20Decora%20Smart%20Wi-Fi%20Mini%20Plug-In%20Outlet,"Lighting, Plugs and Switchs",Smart Plug
